country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,bank_account
Rwanda,2016,uniqueid_7764,Rural,Yes,7,39,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7765,Rural,No,8,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7766,Rural,No,4,53,Female,Head of Household,Divorced/Seperated,No formal education,Other Income,No
Rwanda,2016,uniqueid_7767,Rural,Yes,4,64,Female,Head of Household,Widowed,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7768,Rural,Yes,6,48,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7769,Urban,Yes,3,19,Male,Child,Single/Never Married,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7770,Rural,No,1,65,Female,Head of Household,Widowed,No formal education,Dont Know/Refuse to answer,No
Rwanda,2016,uniqueid_7771,Urban,Yes,6,20,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7772,Rural,Yes,6,52,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7773,Rural,Yes,7,40,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,Yes
Rwanda,2016,uniqueid_7774,Rural,Yes,5,29,Female,Child,Divorced/Seperated,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7775,Rural,Yes,5,22,Male,Child,Single/Never Married,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7776,Rural,Yes,5,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7777,Rural,Yes,5,25,Female,Spouse,Married/Living together,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7778,Urban,No,4,20,Male,Other relative,Single/Never Married,Secondary education,Government Dependent,Yes
Rwanda,2016,uniqueid_7779,Rural,No,6,41,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7780,Rural,Yes,6,52,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7781,Rural,Yes,1,23,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7782,Rural,Yes,2,21,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7783,Rural,No,4,54,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7784,Rural,Yes,1,49,Female,Head of Household,Single/Never Married,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7785,Rural,Yes,2,29,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7786,Rural,No,3,19,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7787,Rural,Yes,4,63,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,Yes
Rwanda,2016,uniqueid_7788,Rural,Yes,1,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Rwanda,2016,uniqueid_7789,Rural,Yes,4,31,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7790,Rural,Yes,2,40,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7791,Rural,Yes,3,47,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7792,Rural,Yes,2,32,Female,Child,Divorced/Seperated,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7793,Rural,No,4,24,Female,Spouse,Married/Living together,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7794,Rural,Yes,5,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7795,Rural,Yes,4,26,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7796,Rural,No,2,59,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7797,Rural,Yes,4,16,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Rwanda,2016,uniqueid_7798,Rural,Yes,2,72,Female,Head of Household,Widowed,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7799,Rural,Yes,7,18,Female,Child,Single/Never Married,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7800,Rural,No,9,18,Male,Child,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7801,Rural,Yes,8,40,Female,Spouse,Married/Living together,Primary education,Self employed,No
Rwanda,2016,uniqueid_7802,Rural,Yes,3,35,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,No
Rwanda,2016,uniqueid_7803,Rural,Yes,5,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Yes
Rwanda,2016,uniqueid_7804,Rural,Yes,8,35,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7805,Rural,Yes,5,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7806,Rural,No,4,35,Male,Head of Household,Married/Living together,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7807,Rural,Yes,8,46,Female,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7808,Rural,Yes,5,56,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7809,Rural,Yes,5,37,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7810,Rural,No,2,61,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7811,Rural,Yes,2,22,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7812,Rural,Yes,5,21,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Rwanda,2016,uniqueid_7813,Rural,Yes,7,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7814,Urban,Yes,2,65,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7815,Rural,No,2,65,Female,Head of Household,Widowed,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7816,Urban,Yes,1,79,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Yes
Rwanda,2016,uniqueid_7817,Rural,Yes,1,24,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7818,Rural,Yes,6,32,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7819,Rural,Yes,4,22,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7820,Rural,Yes,6,35,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7821,Rural,Yes,7,45,Male,Head of Household,Married/Living together,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7822,Rural,Yes,3,29,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7823,Rural,Yes,6,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7824,Rural,No,7,52,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7825,Rural,Yes,7,48,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7826,Rural,Yes,2,24,Female,Head of Household,Single/Never Married,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7827,Rural,Yes,4,28,Male,Head of Household,Married/Living together,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7828,Rural,Yes,9,20,Female,Child,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7829,Rural,No,2,64,Female,Head of Household,Widowed,No formal education,Other Income,No
Rwanda,2016,uniqueid_7830,Rural,Yes,3,25,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,No
Rwanda,2016,uniqueid_7831,Rural,Yes,2,25,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7832,Rural,Yes,3,28,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7833,Urban,Yes,5,34,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,No
Rwanda,2016,uniqueid_7834,Rural,Yes,6,38,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7835,Rural,Yes,3,26,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7836,Rural,Yes,5,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7837,Rural,Yes,4,29,Female,Head of Household,Widowed,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7838,Rural,Yes,7,22,Female,Child,Single/Never Married,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7839,Rural,No,2,57,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7840,Rural,Yes,7,23,Male,Parent,Single/Never Married,Secondary education,Informally employed,No
Rwanda,2016,uniqueid_7841,Rural,Yes,9,20,Female,Child,Single/Never Married,Primary education,Other Income,No
Rwanda,2016,uniqueid_7842,Rural,Yes,5,45,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7843,Rural,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7844,Urban,Yes,3,81,Male,Head of Household,Widowed,No formal education,Farming and Fishing,Yes
Rwanda,2016,uniqueid_7845,Rural,No,1,75,Female,Head of Household,Widowed,Primary education,Remittance Dependent,No
Rwanda,2016,uniqueid_7846,Rural,Yes,4,28,Male,Head of Household,Married/Living together,Secondary education,Informally employed,Yes
Rwanda,2016,uniqueid_7847,Rural,Yes,7,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7848,Rural,No,4,28,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7849,Rural,Yes,4,35,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7850,Rural,No,1,78,Female,Head of Household,Widowed,No formal education,Dont Know/Refuse to answer,No
Rwanda,2016,uniqueid_7851,Rural,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7852,Rural,Yes,4,30,Female,Spouse,Married/Living together,Primary education,Informally employed,Yes
Rwanda,2016,uniqueid_7853,Rural,Yes,3,16,Male,Child,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7854,Urban,Yes,4,50,Female,Head of Household,Widowed,Secondary education,Other Income,Yes
Rwanda,2016,uniqueid_7855,Rural,Yes,1,40,Male,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7856,Rural,Yes,5,17,Male,Child,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7857,Rural,Yes,2,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7858,Rural,Yes,2,47,Female,Head of Household,Widowed,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7859,Rural,Yes,4,36,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7860,Rural,Yes,4,28,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7861,Rural,Yes,5,47,Female,Spouse,Married/Living together,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7862,Rural,No,5,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7863,Rural,No,8,50,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7864,Rural,Yes,8,34,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Yes
Rwanda,2016,uniqueid_7865,Rural,No,4,56,Male,Head of Household,Married/Living together,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7866,Rural,Yes,5,57,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Yes
Rwanda,2016,uniqueid_7867,Rural,Yes,3,55,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7868,Rural,Yes,3,48,Female,Head of Household,Widowed,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7869,Rural,Yes,6,40,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7870,Rural,Yes,4,30,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7871,Rural,No,4,25,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7872,Rural,Yes,7,40,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7873,Rural,Yes,3,30,Female,Child,Divorced/Seperated,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7874,Rural,Yes,4,39,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7875,Rural,No,3,47,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7876,Rural,Yes,7,19,Male,Child,Single/Never Married,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7877,Rural,Yes,3,61,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7878,Rural,Yes,3,51,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7879,Urban,No,3,85,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Rwanda,2016,uniqueid_7880,Rural,Yes,4,38,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7881,Rural,Yes,5,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7882,Rural,Yes,4,31,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed,No
Rwanda,2016,uniqueid_7883,Rural,No,5,41,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7884,Rural,Yes,5,27,Male,Child,Single/Never Married,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7885,Rural,Yes,6,35,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7886,Rural,Yes,4,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7887,Rural,Yes,3,30,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7888,Rural,No,8,49,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7889,Rural,Yes,4,35,Male,Head of Household,Married/Living together,Primary education,Informally employed,Yes
Rwanda,2016,uniqueid_7890,Rural,Yes,8,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Yes
Rwanda,2016,uniqueid_7891,Rural,Yes,3,25,Male,Child,Single/Never Married,Secondary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7892,Rural,No,2,68,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Rwanda,2016,uniqueid_7893,Rural,Yes,6,39,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Rwanda,2016,uniqueid_7894,Urban,Yes,5,37,Male,Child,Single/Never Married,Primary education,Dont Know/Refuse to answer,No
Rwanda,2016,uniqueid_7895,Rural,Yes,10,32,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Rwanda,2016,uniqueid_7896,Urban,Yes,3,64,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
